Transaction_ID,Guest_ID,Cabin_Number,Transaction_Date,Transaction_Time,Category,Description,Venue,Quantity,Unit_Price,Amount,Service_Charge,Total,Status,Reference_ID,Posted_By,Notes
TXN00002387,G100128,5078,2026-08-14,10:22:10,Dining,Specialty Dining Cover,Ocean Blue,1,59,59,10.62,69.62,Pending,,System,
TXN00002388,G100128,5078,2026-05-01,14:23:26,Beverage,Champagne - Glass,Champagne Bar,2,22,44,7.92,51.92,Pending,,System,
TXN00002389,G100128,5078,2026-07-18,07:18:18,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00002390,G100128,5078,2026-08-31,08:32:12,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00002391,G100161,5204,2026-06-03,09:38:48,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00002392,G100161,5204,2026-05-30,23:20:55,Beverage,Craft Beer,Sports Bar,2,9,18,3.24,21.24,Pending,,System,
TXN00002393,G100161,5204,2026-07-07,15:17:43,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00002394,G100161,5204,2026-07-19,09:34:37,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Pending,,System,
TXN00002395,G100161,5204,2026-07-17,10:00:08,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00002396,G100161,5204,2026-08-28,15:23:49,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00002397,G100161,5204,2026-08-20,19:21:58,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00002398,G100161,5204,2026-05-29,09:13:09,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00002399,G100161,5204,2026-08-24,13:53:12,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00002400,G100161,5204,2026-09-08,22:54:34,Spa,Facial Treatment,Serenity Spa,2,199,398,71.64,469.64,Pending,,System,
TXN00002401,G100161,5204,2026-09-06,09:26:29,Beverage,Premium Wine - Glass,Wine Bar,2,18,36,6.48,42.48,Pending,,System,
TXN00002402,G100161,5204,2026-05-07,09:52:08,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00002403,G100161,5204,2026-04-22,21:22:19,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00002404,G100161,5204,2026-07-19,10:52:28,Spa,Mani-Pedi Combo,Serenity Spa,1,99,99,17.82,116.82,Pending,,System,
TXN00002405,G100161,5204,2026-09-17,22:48:21,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00002406,G100161,5204,2026-06-01,15:01:47,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00002407,G100161,5204,2026-05-18,13:08:54,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00002408,G100161,5204,2026-05-24,13:19:08,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00002409,G100161,5204,2026-06-10,10:05:27,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00002410,G100161,5204,2026-05-16,08:01:49,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00002411,G100161,5204,2026-08-19,19:02:12,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00002412,G100161,5204,2026-05-15,07:50:42,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00002413,G100161,5204,2026-08-27,07:30:07,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00002414,G100161,5204,2026-06-21,07:04:19,Shopping,Gold Pendant,Jewelry Store,2,189,378,0,378,Pending,,System,
TXN00002415,G100161,5204,2026-04-20,09:50:07,Spa,Hot Stone Massage,Serenity Spa,1,209,209,37.62,246.62,Pending,,System,
TXN00002416,G100161,5204,2026-09-19,12:37:57,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00002417,G100161,5204,2026-06-08,11:42:22,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00002418,G100161,5204,2026-04-25,08:09:54,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00002419,G100161,5204,2026-06-28,17:22:10,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00002420,G100161,5204,2026-08-24,13:32:36,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00002421,G100161,5204,2026-05-05,09:52:37,Spa,Facial Treatment,Serenity Spa,2,199,398,71.64,469.64,Pending,,System,
TXN00002422,G100161,5204,2026-04-21,22:13:45,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00002423,G100161,5204,2026-06-06,15:10:57,Shopping,Designer Watch,Luxury Boutique,1,299,299,0,299,Pending,,System,
TXN00002424,G100161,5204,2026-09-02,06:46:06,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00002425,G100161,5204,2026-06-11,22:54:45,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00002426,G100161,5204,2026-08-17,17:44:37,Entertainment,Photo Package,Photo Studio,3,149,447,0,447,Pending,,System,
TXN00002427,G100161,5204,2026-06-04,20:43:06,Entertainment,Photo Package,Photo Studio,1,149,149,0,149,Pending,,System,
TXN00002428,G100161,5204,2026-06-03,17:24:27,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00002429,G100161,5204,2026-06-11,22:14:26,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00002430,G100161,5204,2026-05-16,16:07:29,Shopping,Designer Watch,Luxury Boutique,1,299,299,0,299,Pending,,System,
TXN00002431,G100161,5204,2026-05-16,22:08:31,Spa,Mani-Pedi Combo,Serenity Spa,1,99,99,17.82,116.82,Pending,,System,
TXN00002432,G100161,5204,2026-07-19,15:35:46,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00002433,G100161,5204,2026-04-28,08:20:31,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00002434,G100161,5204,2026-05-17,18:18:29,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00002435,G100161,5204,2026-09-18,15:43:53,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00002436,G100161,5204,2026-08-09,13:35:26,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00002437,G100161,5204,2026-07-01,19:12:54,Beverage,Cocktail - Pina Colada,Pool Bar,3,14,42,7.56,49.56,Pending,,System,
TXN00002438,G100161,5204,2026-05-05,21:43:23,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00002439,G100161,5204,2026-06-02,06:43:31,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00002440,G100161,5204,2026-05-14,18:28:33,Gratuity,Daily Gratuity,Auto-Charge,3,18,54,0,54,Pending,,System,
TXN00002441,G100161,5204,2026-05-09,09:09:25,Entertainment,Casino Credits,Casino,3,100,300,0,300,Pending,,System,
TXN00002442,G100161,5204,2026-07-29,09:47:59,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00002443,G100161,5204,2026-05-31,08:23:12,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00002444,G100161,5204,2026-07-13,12:38:54,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00002445,G100161,5204,2026-07-30,09:14:53,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00002446,G100161,5204,2026-08-04,21:17:48,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00002447,G100161,5204,2026-09-13,14:48:50,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00002448,G100161,5204,2026-07-29,17:30:42,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00002449,G100161,5204,2026-09-19,18:31:32,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00002450,G100161,5204,2026-06-28,10:49:29,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00002451,G100161,5204,2026-05-15,09:16:31,Entertainment,Photo Package,Photo Studio,2,149,298,0,298,Pending,,System,
TXN00002452,G100161,5204,2026-08-23,13:40:08,Entertainment,Photo Package,Photo Studio,3,149,447,0,447,Pending,,System,
TXN00002453,G100161,5204,2026-04-25,09:47:03,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00002454,G100161,5204,2026-05-05,21:43:01,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00002455,G100161,5204,2026-06-02,18:38:43,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00002456,G100161,5204,2026-07-10,10:19:39,Beverage,Premium Wine - Bottle,Wine Bar,3,65,195,35.1,230.1,Pending,,System,
TXN00002457,G100161,5204,2026-05-12,08:42:48,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00002458,G100161,5204,2026-08-29,21:50:29,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00002459,G100161,5204,2026-06-08,15:42:31,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00002460,G100161,5204,2026-08-21,22:16:34,Spa,Deep Tissue Massage,Serenity Spa,3,189,567,102.06,669.06,Pending,,System,
TXN00002461,G100161,5204,2026-07-14,23:34:01,Spa,Hot Stone Massage,Serenity Spa,1,209,209,37.62,246.62,Pending,,System,
TXN00002462,G100161,5204,2026-04-26,19:56:58,Spa,Facial Treatment,Serenity Spa,2,199,398,71.64,469.64,Pending,,System,
TXN00002463,G100161,5204,2026-05-18,18:28:20,Spa,Deep Tissue Massage,Serenity Spa,3,189,567,102.06,669.06,Pending,,System,
TXN00002464,G100161,5204,2026-07-23,20:29:02,Shopping,Designer Watch,Luxury Boutique,2,299,598,0,598,Pending,,System,
TXN00002465,G100161,5204,2026-04-26,11:35:42,Dining,Specialty Dining Cover,Le Bistro,1,49,49,8.82,57.82,Pending,,System,
TXN00002466,G100161,5204,2026-07-04,11:31:27,Dining,Specialty Dining Cover,Ocean Blue,1,59,59,10.62,69.62,Pending,,System,
TXN00002467,G100161,5204,2026-05-22,15:45:24,Shopping,Ship Model,Gift Shop,3,49.99,149.97,0,149.97,Pending,,System,
TXN00002468,G100161,5204,2026-08-20,09:36:43,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00002469,G100161,5204,2026-08-21,23:43:34,Shopping,Logo T-Shirt,Gift Shop,3,34.99,104.97,0,104.97,Pending,,System,
TXN00002470,G100161,5204,2026-09-11,21:30:35,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00002471,G100161,5204,2026-05-28,22:03:25,Entertainment,Photo Package,Photo Studio,2,149,298,0,298,Pending,,System,
TXN00002472,G100161,5204,2026-06-24,21:37:24,Beverage,Cocktail - Mojito,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00002473,G100161,5204,2026-09-22,17:49:18,Spa,Hot Stone Massage,Serenity Spa,2,209,418,75.24,493.24,Pending,,System,
TXN00002474,G100161,5204,2026-07-09,07:01:37,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00002475,G100161,5204,2026-04-29,10:53:23,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00002476,G100161,5204,2026-07-16,06:48:57,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00002477,G100161,5204,2026-07-14,18:06:27,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00002478,G100161,5204,2026-07-15,17:26:22,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00002479,G100161,5204,2026-05-02,13:15:15,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00002480,G100161,5204,2026-07-06,08:58:44,Communication,WiFi - Streaming Day,Guest Services,2,25,50,0,50,Pending,,System,
TXN00002481,G100161,5204,2026-05-04,15:07:21,Spa,Deep Tissue Massage,Serenity Spa,3,189,567,102.06,669.06,Pending,,System,
TXN00002482,G100065,6871,2026-04-23,23:20:02,Shopping,Logo T-Shirt,Gift Shop,1,34.99,34.99,0,34.99,Pending,,System,
TXN00002483,G100065,6871,2026-08-13,19:36:32,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00002484,G100065,6871,2026-08-03,14:01:44,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00002485,G100065,6871,2026-08-16,06:20:24,Gratuity,Daily Gratuity,Auto-Charge,3,18,54,0,54,Pending,,System,
TXN00002486,G100065,6871,2026-09-11,18:20:36,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00002487,G100065,6871,2026-05-13,21:06:44,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00002488,G100065,6871,2026-06-09,16:31:32,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00002489,G100065,6871,2026-07-13,11:39:19,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00002490,G100065,6871,2026-07-20,19:12:31,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00002491,G100065,6871,2026-05-07,23:13:18,Beverage,Premium Wine - Glass,Wine Bar,3,18,54,9.72,63.72,Pending,,System,
TXN00002492,G100065,6871,2026-06-24,07:19:36,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00002493,G100065,6871,2026-07-29,13:39:47,Beverage,Premium Wine - Glass,Wine Bar,3,18,54,9.72,63.72,Pending,,System,
TXN00002494,G100065,6871,2026-05-11,09:37:21,Beverage,Cocktail - Mojito,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00002495,G100065,6871,2026-06-26,08:36:51,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00002496,G100065,6871,2026-08-31,21:27:13,Gratuity,Daily Gratuity,Auto-Charge,3,18,54,0,54,Pending,,System,
TXN00002497,G100065,6871,2026-07-15,08:41:52,Spa,Hot Stone Massage,Serenity Spa,2,209,418,75.24,493.24,Pending,,System,
TXN00002498,G100065,6871,2026-07-04,22:51:19,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00002499,G100065,6871,2026-08-06,23:20:12,Entertainment,Casino Credits,Casino,2,100,200,0,200,Pending,,System,
TXN00002500,G100065,6871,2026-08-02,18:16:39,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00002501,G100065,6871,2026-08-27,20:42:48,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00002502,G100065,6871,2026-09-05,11:56:01,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00002503,G100065,6871,2026-08-28,11:36:31,Entertainment,Bingo Cards,Grand Theater,2,30,60,0,60,Pending,,System,
TXN00002504,G100065,6871,2026-06-11,20:17:59,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00002505,G100065,6871,2026-09-01,19:59:36,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00002506,G100065,6871,2026-05-03,22:12:23,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00002507,G100065,6871,2026-08-14,10:15:09,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00002508,G100065,6871,2026-07-03,19:26:20,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00002509,G100065,6871,2026-05-04,12:54:26,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00002510,G100065,6871,2026-06-25,15:41:10,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00002511,G100065,6871,2026-06-22,13:25:15,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00002512,G100065,6871,2026-05-17,10:12:01,Spa,Hot Stone Massage,Serenity Spa,2,209,418,75.24,493.24,Pending,,System,
TXN00002513,G100065,6871,2026-06-19,15:29:31,Beverage,Espresso Martini,Atrium Bar,2,16,32,5.76,37.76,Pending,,System,
TXN00002514,G100149,6383,2026-08-07,19:41:57,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00002515,G100149,6383,2026-04-27,12:10:17,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00002516,G100149,6383,2026-05-22,06:16:50,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00002517,G100149,6383,2026-06-28,23:11:41,Entertainment,Casino Credits,Casino,2,50,100,0,100,Pending,,System,
TXN00002518,G100149,6383,2026-04-28,21:50:01,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00002519,G100149,6383,2026-05-02,08:20:38,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00002520,G100149,6383,2026-07-03,08:57:26,Dining,Specialty Dining Cover,Ocean Blue,1,59,59,10.62,69.62,Pending,,System,
TXN00002521,G100149,6383,2026-07-20,08:25:53,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00002522,G100149,6383,2026-05-23,13:07:36,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00002523,G100149,6383,2026-08-24,09:33:42,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00002524,G100149,6383,2026-09-13,22:16:31,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00002525,G100149,6383,2026-05-11,13:38:07,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00002526,G100149,6383,2026-07-07,16:53:37,Dining,Specialty Dining Cover,Teppanyaki,2,55,110,19.8,129.8,Pending,,System,
TXN00002527,G100149,6383,2026-07-26,13:59:27,Shopping,Logo T-Shirt,Gift Shop,3,34.99,104.97,0,104.97,Pending,,System,
TXN00002528,G100149,6383,2026-06-12,10:06:11,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00002529,G100149,6383,2026-06-11,14:28:26,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00002530,G100149,6383,2026-06-22,07:31:34,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00002531,G100149,6383,2026-07-22,09:20:34,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00002532,G100149,6383,2026-08-04,21:43:15,Dining,Specialty Dining Cover,Le Bistro,2,49,98,17.64,115.64,Pending,,System,
TXN00002533,G100149,6383,2026-06-28,10:23:30,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00002534,G100149,6383,2026-07-21,15:01:41,Shopping,Sunscreen SPF 50,Sundries,2,14.99,29.98,0,29.98,Pending,,System,
TXN00002535,G100149,6383,2026-09-20,07:53:47,Beverage,Cocktail - Margarita,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00002536,G100149,6383,2026-05-01,13:16:35,Entertainment,Art Auction Piece,Art Gallery,2,350,700,0,700,Pending,,System,
TXN00002537,G100149,6383,2026-07-25,15:40:44,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00002538,G100149,6383,2026-07-19,09:34:55,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00002539,G100149,6383,2026-06-17,20:24:00,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00002540,G100149,6383,2026-07-27,14:19:05,Shopping,Sunscreen SPF 50,Sundries,2,14.99,29.98,0,29.98,Pending,,System,
TXN00002541,G100149,6383,2026-06-17,15:13:55,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00002542,G100149,6383,2026-05-29,20:40:20,Entertainment,Casino Credits,Casino,3,100,300,0,300,Pending,,System,
TXN00002543,G100149,6383,2026-07-31,07:17:55,Beverage,Champagne - Glass,Champagne Bar,2,22,44,7.92,51.92,Pending,,System,
TXN00002544,G100149,6383,2026-05-08,21:30:47,Beverage,Champagne - Glass,Champagne Bar,1,22,22,3.96,25.96,Pending,,System,
TXN00002545,G100149,6383,2026-08-01,16:45:27,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00002546,G100149,6383,2026-05-13,11:44:16,Beverage,Cocktail - Pina Colada,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00002547,G100149,6383,2026-08-25,08:22:26,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00002548,G100149,6383,2026-09-19,23:47:20,Dining,Specialty Dining Cover,Teppanyaki,1,55,55,9.9,64.9,Pending,,System,
TXN00002549,G100149,6383,2026-08-12,06:48:03,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00002550,G100149,6383,2026-06-04,20:50:41,Shopping,Souvenir Magnet,Gift Shop,2,8.99,17.98,0,17.98,Pending,,System,
TXN00002551,G100149,6383,2026-05-22,06:25:12,Gratuity,Daily Gratuity,Auto-Charge,3,18,54,0,54,Pending,,System,
TXN00002552,G100149,6383,2026-07-05,16:36:05,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00002553,G100149,6383,2026-05-16,11:15:33,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00002554,G100149,6383,2026-05-21,19:50:20,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00002555,G100149,6383,2026-08-11,21:55:47,Entertainment,Photo Package,Photo Studio,2,149,298,0,298,Pending,,System,
TXN00002556,G100149,6383,2026-05-22,14:11:43,Dining,Specialty Dining Cover,Le Bistro,1,49,49,8.82,57.82,Pending,,System,
TXN00002557,G100149,6383,2026-09-16,16:51:18,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00002558,G100149,6383,2026-06-07,08:26:23,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Pending,,System,
TXN00002559,G100149,6383,2026-06-03,18:56:24,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00002560,G100149,6383,2026-09-11,13:01:01,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00002561,G100149,6383,2026-09-07,13:58:05,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00002562,G100149,6383,2026-08-14,12:16:44,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00002563,G100149,6383,2026-05-31,07:25:39,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00002564,G100149,6383,2026-08-05,14:09:05,Entertainment,Casino Credits,Casino,1,50,50,0,50,Pending,,System,
TXN00002565,G100149,6383,2026-07-21,11:36:07,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00002566,G100149,6383,2026-04-21,22:27:49,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00002567,G100149,6383,2026-08-12,21:07:14,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00002568,G100149,6383,2026-06-09,12:55:52,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00002569,G100149,6383,2026-06-25,15:47:31,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00002570,G100149,6383,2026-07-24,10:27:54,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00002571,G100149,6383,2026-06-09,12:52:18,Communication,WiFi - Streaming Day,Guest Services,2,25,50,0,50,Pending,,System,
TXN00002572,G100149,6383,2026-06-05,19:11:26,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00002573,G100149,6383,2026-05-25,06:18:16,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00002574,G100149,6383,2026-06-17,20:58:15,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00002575,G100149,6383,2026-07-21,20:05:00,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00002576,G100149,6383,2026-08-16,10:55:20,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00002577,G100149,6383,2026-07-28,12:45:24,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00002578,G100149,6383,2026-08-04,14:04:06,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00002579,G100149,6383,2026-09-07,07:03:21,Entertainment,Casino Credits,Casino,3,100,300,0,300,Pending,,System,
TXN00002580,G100149,6383,2026-06-17,21:58:22,Dining,Specialty Dining Cover,Teppanyaki,3,55,165,29.7,194.7,Pending,,System,
TXN00002581,G100149,6383,2026-09-20,07:00:16,Beverage,Champagne - Glass,Champagne Bar,3,22,66,11.88,77.88,Pending,,System,
TXN00002582,G100149,6383,2026-08-25,18:19:25,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00002583,G100149,6383,2026-07-21,10:57:35,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00002584,G100149,6383,2026-04-28,11:16:10,Shopping,Sunscreen SPF 50,Sundries,1,14.99,14.99,0,14.99,Pending,,System,
TXN00002585,G100149,6383,2026-08-24,21:59:21,Entertainment,Casino Credits,Casino,2,100,200,0,200,Pending,,System,
TXN00002586,G100149,6383,2026-08-15,10:05:20,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00002587,G100149,6383,2026-08-31,19:09:16,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
